movie_id,genre,language,runtime_min,critic_score,audience_score,release_year,num_awards,recommend
146,romance,hindi,144,57.3,76.2,2017,2,1
147,animation,spanish,129,66.8,68.6,2007,2,1
148,animation,spanish,179,57.5,39.4,2020,1,0
149,thriller,spanish,108,66.2,58.9,2004,0,1
150,horror,hindi,172,41.7,62.0,2013,0,0
151,horror,spanish,124,82.3,78.4,2007,1,1
152,comedy,french,162,48.6,76.9,2023,3,1
153,thriller,hindi,114,50.2,73.9,1997,2,1
154,horror,korean,172,39.7,67.6,2019,1,1
155,thriller,spanish,88,69.3,67.0,2017,0,1
156,romance,english,176,99.9,60.0,2006,0,1
157,action,hindi,81,76.2,69.8,2012,1,1
158,romance,korean,93,37.8,67.7,2001,2,0
159,comedy,hindi,84,61.5,67.9,2012,1,1
160,comedy,spanish,162,85.7,50.1,2020,1,0
161,romance,english,108,48.4,79.8,2002,1,0
162,animation,korean,143,22.6,64.6,2006,0,1
163,horror,korean,108,55.9,46.0,2014,0,1
164,action,english,133,72.1,76.3,2022,0,1
165,comedy,english,167,44.4,72.0,2010,2,0
166,romance,english,91,85.4,63.3,1998,0,1
167,thriller,french,96,54.4,21.3,2004,0,0
168,animation,korean,102,74.3,72.4,2009,2,1
169,sci-fi,french,120,43.2,85.9,2001,4,0
170,drama,french,118,66.7,42.6,1997,2,1
171,sci-fi,french,105,52.8,87.2,2000,1,1
172,animation,english,147,51.1,71.9,2020,1,1
173,sci-fi,spanish,163,61.5,85.7,2001,0,0
174,sci-fi,spanish,177,75.1,42.1,2002,1,0
175,thriller,hindi,138,47.8,65.2,2000,0,0
176,thriller,spanish,179,100.0,48.2,2011,1,1
177,horror,english,142,38.0,90.8,2018,0,1
178,horror,english,135,88.4,71.6,2011,1,1
179,animation,hindi,95,61.9,81.1,2011,1,1
180,drama,spanish,94,55.3,64.7,2017,0,0
181,drama,hindi,94,58.8,73.2,2001,0,0
182,animation,hindi,153,66.5,63.2,2001,4,0
183,thriller,french,179,26.2,77.5,2006,0,1
184,horror,french,95,55.7,70.2,2020,1,0
185,sci-fi,hindi,179,46.7,63.0,2006,2,1
186,drama,spanish,157,48.0,61.0,2015,1,0
187,sci-fi,hindi,178,68.3,63.9,2015,0,1
188,horror,hindi,154,74.8,77.0,2018,2,1
189,horror,spanish,154,73.4,53.7,2012,2,1
190,drama,hindi,165,77.3,59.4,2011,1,1
191,horror,hindi,173,67.2,80.4,2005,0,1
192,sci-fi,french,167,56.4,70.4,2008,2,1
193,action,spanish,86,93.2,78.3,2017,2,1
194,horror,korean,133,81.8,53.0,2011,2,1
195,romance,french,108,71.0,91.0,2022,0,1
196,comedy,hindi,173,50.5,93.6,2022,2,1
197,sci-fi,spanish,122,68.1,24.2,1997,2,0
198,animation,korean,128,57.1,77.5,2008,0,1
199,animation,english,123,53.4,56.4,2018,0,1
200,action,korean,125,67.8,63.0,2017,0,1
201,drama,korean,87,97.0,57.2,2000,1,1
202,horror,french,94,83.6,50.0,2011,1,0
203,action,english,92,34.6,84.3,2020,0,1
204,drama,spanish,175,70.2,72.8,2017,1,1
205,animation,spanish,140,48.1,44.7,2016,0,1
206,animation,spanish,152,44.8,43.7,1996,1,0
207,animation,spanish,110,50.8,57.5,2000,1,0
208,action,hindi,154,86.0,46.2,1999,2,1
209,romance,english,151,53.7,64.3,2001,1,0
210,drama,english,123,46.6,71.2,2008,3,0
211,thriller,french,137,56.9,66.0,1997,0,1
212,romance,french,164,51.1,24.3,2003,1,0
213,action,spanish,88,73.0,72.0,2021,2,1
214,action,spanish,169,44.9,60.7,2007,0,1
215,sci-fi,english,121,91.2,76.3,2023,3,1
216,thriller,english,178,86.9,45.7,2016,4,1
217,action,english,129,80.9,64.8,1999,2,1
218,romance,korean,155,73.5,55.8,2009,2,1
219,romance,hindi,172,39.3,96.0,2000,1,1
220,drama,french,93,63.9,68.8,2021,3,1
221,comedy,french,140,74.9,68.9,2010,0,1
222,sci-fi,korean,155,77.5,98.5,2005,2,1
223,drama,korean,120,55.9,81.4,2021,2,1
224,drama,hindi,103,54.3,46.5,1999,2,1
225,horror,korean,87,83.7,77.7,2012,3,1
226,drama,hindi,108,46.6,62.0,2019,0,0
227,comedy,hindi,105,100.0,38.4,2019,0,1
228,action,french,124,76.4,48.1,2011,2,1
229,comedy,english,109,55.4,59.9,2014,2,1
230,drama,hindi,104,42.9,58.3,2004,1,0
231,drama,french,82,86.4,83.0,1998,2,1
232,romance,english,142,91.8,43.9,2010,3,1
233,sci-fi,english,161,77.8,71.9,2013,4,1
234,action,english,140,83.6,40.8,2008,3,1
235,comedy,english,110,50.3,56.2,2021,0,0
236,thriller,spanish,128,3.1,58.3,1998,3,0
237,thriller,french,111,77.8,50.6,2008,1,1
238,romance,spanish,124,55.9,87.8,2018,2,1
239,animation,korean,97,68.9,64.8,2021,2,0
240,animation,korean,145,62.1,47.5,1997,0,0
241,sci-fi,english,106,42.8,39.3,2010,0,0
242,romance,korean,116,38.8,46.9,2006,1,0
243,thriller,english,157,60.1,77.3,2015,1,1
244,horror,english,80,63.6,92.0,2018,1,1
245,romance,french,111,63.1,49.3,2009,0,0
246,horror,french,81,47.6,56.8,1996,0,0
247,animation,english,120,42.3,55.6,2012,2,0
248,comedy,hindi,137,61.5,56.7,2020,4,0
249,action,korean,170,81.6,62.4,2004,1,1
250,thriller,english,145,55.8,70.7,2021,0,0
251,comedy,french,89,62.9,57.3,2001,2,0
252,animation,korean,96,59.7,59.2,2003,1,1
253,romance,spanish,140,34.5,39.1,2018,3,0
254,sci-fi,korean,86,63.0,92.8,2015,1,1
255,thriller,french,145,56.3,35.8,1998,1,0
256,comedy,korean,90,56.5,98.4,1996,0,1
257,animation,french,119,63.7,77.6,2004,0,1
258,romance,hindi,95,100.0,62.1,2014,2,1
259,romance,hindi,153,59.7,74.8,2023,2,1
260,thriller,hindi,154,71.0,55.9,2007,0,1
261,sci-fi,english,148,31.3,75.8,2014,2,1
262,thriller,korean,169,54.7,62.0,2001,2,0
263,thriller,french,163,86.4,89.6,2007,1,1
264,horror,french,132,74.9,75.0,2009,0,1
265,animation,korean,168,35.1,56.2,2002,2,1
266,drama,french,161,60.4,41.8,2000,3,1
267,sci-fi,korean,107,74.3,91.0,2020,1,1
268,drama,spanish,171,71.4,82.4,1998,0,1
269,action,english,170,43.4,73.0,2021,0,1
270,thriller,korean,166,65.8,89.1,2008,0,1
271,romance,spanish,92,72.9,64.4,1996,3,1
272,comedy,korean,153,60.4,76.0,1999,2,1
273,romance,korean,176,53.4,46.1,2017,0,0
274,animation,french,159,78.5,75.2,2018,2,1
275,romance,korean,143,95.5,69.1,2002,3,1
276,animation,english,100,39.9,82.4,1995,1,0
277,romance,korean,138,91.7,84.6,2002,0,1
278,romance,hindi,121,77.2,68.8,2017,0,1
279,sci-fi,french,139,74.8,89.2,2018,2,1
280,thriller,french,122,60.4,100.0,2011,2,1
281,horror,korean,165,66.5,45.0,2014,0,1
282,drama,french,170,58.2,49.3,2009,2,1
283,thriller,french,129,71.6,63.9,2015,4,1
284,thriller,french,129,50.4,58.9,2006,1,1
285,animation,spanish,89,69.1,46.7,2018,2,1
286,sci-fi,spanish,143,37.7,95.6,2006,2,1
287,sci-fi,spanish,161,82.9,80.1,2009,1,1
288,action,spanish,117,42.1,70.7,2020,1,0
289,sci-fi,spanish,98,42.1,75.9,2014,2,1
290,horror,french,100,33.6,33.9,1998,1,0
291,animation,korean,178,50.2,99.0,2023,1,0
292,animation,korean,117,70.0,57.3,2015,2,1
293,sci-fi,english,141,30.7,78.5,1999,3,1
294,animation,french,140,38.3,62.8,2021,0,0
295,sci-fi,hindi,89,58.7,43.9,2004,1,0
296,horror,hindi,127,54.7,42.4,2004,1,0
297,romance,korean,108,100.0,100.0,1996,1,1
298,animation,french,178,93.6,57.3,2014,4,1
299,horror,spanish,170,63.3,41.3,2019,1,0
300,romance,english,128,100.0,80.8,2022,0,1
301,animation,spanish,101,46.8,79.7,1998,2,1
302,horror,english,80,34.5,32.9,2021,1,0
303,animation,french,115,82.1,75.4,2012,0,1
304,comedy,hindi,166,40.0,79.9,2021,2,1
305,romance,french,156,47.7,47.1,1998,1,1
306,comedy,english,155,66.0,70.7,2022,2,1
307,comedy,french,119,79.3,74.6,2007,1,1
308,horror,english,126,63.8,62.5,1996,1,1
309,animation,english,145,75.9,81.9,2021,2,1
310,romance,spanish,162,58.0,38.9,1999,1,0
311,sci-fi,hindi,176,66.6,37.5,2008,1,0
312,thriller,hindi,122,98.2,63.2,2021,1,1
313,animation,spanish,152,51.7,35.5,2003,0,0
314,horror,english,146,79.4,54.2,1996,1,1
315,horror,french,125,86.8,47.8,1995,2,0
316,romance,french,166,53.1,75.1,2016,2,1
317,romance,korean,95,87.8,86.2,2005,1,1
318,sci-fi,english,131,54.0,66.5,2023,2,1
319,drama,english,84,74.5,76.5,2008,3,1
320,drama,english,99,33.9,71.5,2017,1,0
321,horror,french,153,55.9,82.9,2022,0,1
322,drama,english,142,49.8,82.0,2004,1,1
323,comedy,hindi,176,66.9,51.3,2017,1,1
324,drama,korean,162,69.4,59.7,2001,0,1
325,horror,korean,120,60.7,73.0,2001,2,1
326,drama,spanish,119,87.6,65.9,2004,2,1
327,sci-fi,korean,127,30.1,67.9,2014,3,1
328,sci-fi,french,156,53.8,53.6,2002,1,1
329,action,english,138,45.8,65.6,2011,3,1
330,sci-fi,spanish,94,58.1,53.7,2013,0,0
331,action,french,96,91.9,87.1,2008,0,1
332,horror,english,128,69.3,78.2,2009,2,1
333,horror,french,175,70.1,57.7,2016,1,1
334,action,hindi,104,52.5,77.5,2023,3,1
335,romance,hindi,154,62.1,100.0,2023,4,1
336,action,english,174,65.9,73.0,2019,2,1
337,animation,hindi,162,67.5,27.8,2018,2,0
338,comedy,korean,93,47.6,84.2,1999,1,1
339,drama,korean,159,32.9,83.7,2012,1,1
340,thriller,french,149,42.6,53.2,2010,0,0
341,comedy,korean,116,36.5,38.7,2016,1,0
342,comedy,hindi,144,68.0,48.0,2010,2,0
343,drama,english,158,47.8,49.3,2011,1,0
344,comedy,korean,110,44.4,75.3,1996,1,1
345,animation,korean,88,60.8,86.0,2008,1,1
346,sci-fi,english,144,60.0,61.0,2020,3,1
347,thriller,french,166,100.0,72.4,2017,0,1
348,thriller,hindi,142,77.5,53.2,2020,0,1
349,comedy,spanish,90,73.3,66.0,1998,0,0
350,romance,korean,86,74.4,81.3,2007,1,1
351,animation,french,100,78.1,55.7,2003,1,1
352,romance,english,148,20.4,65.3,2001,0,0
353,thriller,korean,133,69.9,75.0,2015,2,1
354,thriller,korean,154,78.5,44.1,2019,4,1
355,sci-fi,english,167,49.5,64.2,2020,3,0
356,drama,hindi,125,64.6,34.4,1998,1,0
357,animation,french,131,35.9,62.2,2020,0,0
358,comedy,french,168,41.1,54.7,2004,1,0
359,romance,spanish,175,65.8,52.5,2020,1,1
360,horror,spanish,171,52.7,69.5,2022,1,0
361,comedy,hindi,121,52.9,62.0,1996,3,0
362,horror,spanish,84,52.1,98.8,2017,1,1
363,horror,korean,137,79.9,87.9,2020,1,0
364,thriller,french,80,46.0,71.0,2003,2,0
365,action,english,136,54.8,81.4,2011,0,1
366,horror,korean,164,74.0,70.5,2018,2,1
367,romance,english,95,32.3,65.6,2010,1,0
368,drama,spanish,119,57.4,69.7,1997,0,1
369,action,korean,159,25.0,69.8,2020,1,0
370,animation,korean,138,37.3,70.3,2005,0,0
371,sci-fi,hindi,95,48.5,68.0,2008,0,1
372,romance,english,143,57.0,38.9,2001,0,0
373,drama,spanish,156,75.6,39.5,1995,1,0
374,thriller,spanish,96,50.4,58.7,2002,0,0
375,animation,english,135,81.9,58.9,2010,1,1
376,comedy,french,154,20.3,58.6,2005,0,0
377,thriller,english,116,39.1,63.8,2012,1,0
378,drama,hindi,171,44.5,82.0,2013,3,1
379,romance,hindi,148,83.4,87.9,1997,0,1
380,thriller,english,108,61.7,67.9,2009,2,1
381,sci-fi,spanish,89,0.0,53.5,2023,0,0
382,action,english,116,46.9,99.7,2018,0,1
383,thriller,spanish,161,81.5,61.4,2013,0,1
384,action,english,85,66.3,79.5,1995,0,1
385,sci-fi,korean,142,52.2,55.3,2005,0,0
386,drama,hindi,142,69.2,48.4,2019,0,1
387,sci-fi,french,98,33.1,93.2,1999,0,0
388,horror,korean,108,95.9,64.6,1996,1,1
389,thriller,french,168,64.6,70.7,2023,1,1
390,romance,english,154,44.2,69.7,2013,2,0
391,comedy,hindi,93,65.0,70.4,2009,0,1
392,romance,spanish,172,40.6,63.4,2017,1,0
393,horror,hindi,163,85.3,66.8,2000,1,1
394,action,korean,111,84.7,63.2,2023,0,1
395,action,hindi,158,75.2,83.9,2014,0,1
396,drama,english,171,79.4,67.6,1995,2,1
397,thriller,spanish,145,37.7,51.3,2019,0,0
398,animation,korean,88,37.9,77.7,2011,2,1
399,thriller,hindi,122,35.9,70.4,2002,1,1
400,animation,spanish,153,90.8,74.2,2009,0,1
401,sci-fi,spanish,166,35.4,65.7,2010,0,0
402,romance,korean,146,67.4,56.0,2008,0,1
403,thriller,korean,87,72.1,67.4,2022,1,0
404,sci-fi,english,112,49.7,51.8,2018,1,1
405,comedy,english,133,24.3,33.5,2009,1,0
406,action,hindi,125,67.0,55.3,1999,0,1
407,romance,hindi,124,66.0,62.3,2011,2,1
408,thriller,korean,178,18.6,76.5,2023,2,0
409,sci-fi,english,116,85.5,86.1,2022,2,1
410,animation,english,171,71.7,76.8,2005,0,0
411,comedy,hindi,87,78.0,47.8,2010,0,0
412,thriller,korean,125,53.0,78.8,1998,0,1
413,action,english,97,65.3,63.4,1997,0,1
414,sci-fi,french,87,43.4,100.0,2008,1,1
415,romance,korean,89,62.7,71.7,2022,1,1
416,drama,korean,162,54.7,72.2,2021,2,1
417,action,english,143,89.3,48.9,2001,1,1
418,thriller,spanish,107,82.7,33.0,2007,0,0
419,romance,hindi,177,61.0,61.1,2009,0,1
420,comedy,korean,89,64.9,46.5,1998,1,0
421,animation,hindi,80,48.8,46.2,2017,1,0
422,animation,korean,172,89.0,66.8,2003,2,1
423,romance,spanish,151,98.2,56.7,2015,1,0
424,romance,hindi,161,45.0,85.2,2014,0,0
425,horror,korean,102,50.0,86.9,2019,1,1
426,horror,spanish,167,44.7,47.5,2021,1,0
427,action,korean,146,48.6,73.5,2016,0,1
428,sci-fi,korean,106,40.7,93.8,2023,2,1
429,thriller,spanish,122,56.3,60.6,2002,0,0
430,animation,french,150,52.6,71.7,2010,2,0
431,thriller,korean,139,65.8,74.3,2000,1,0
432,animation,english,131,64.3,53.7,2001,2,1
433,comedy,hindi,95,57.6,78.2,2014,2,1
434,drama,hindi,170,38.6,68.2,2001,2,1
435,sci-fi,korean,167,48.3,68.4,2020,0,1
436,animation,spanish,142,50.3,75.3,2003,1,1
437,drama,korean,103,87.2,72.4,2014,2,1
438,drama,french,86,82.3,63.2,2020,0,1
439,horror,english,150,70.1,57.6,2011,0,1
440,romance,spanish,179,81.2,41.9,2005,1,1
441,romance,french,116,66.0,49.2,2015,1,1
442,horror,korean,100,50.0,65.8,2006,4,1
443,comedy,hindi,103,72.3,70.4,2002,2,1
444,sci-fi,hindi,94,19.8,54.6,2020,4,0
445,horror,english,146,100.0,71.7,2010,2,1
446,comedy,hindi,128,85.8,78.5,1996,1,1
447,romance,korean,97,68.1,57.3,2007,1,1
448,animation,english,127,99.0,84.5,1997,1,1
449,action,korean,114,92.2,63.6,2018,0,1
450,sci-fi,french,139,62.7,56.3,2006,1,0
451,thriller,spanish,128,65.0,49.8,2001,0,0
452,thriller,spanish,146,88.9,57.0,2001,1,1
453,thriller,hindi,82,49.6,52.7,2012,0,0
454,animation,english,114,59.5,66.6,2006,2,1
455,action,french,106,86.2,54.7,2021,0,1
456,thriller,hindi,102,56.8,73.9,2014,0,1
457,drama,english,166,46.4,41.1,2020,0,0
458,action,spanish,125,90.7,43.1,2018,2,0
459,horror,spanish,100,27.3,51.8,2014,0,0
460,drama,hindi,84,40.4,80.0,2011,0,0
461,horror,hindi,155,32.3,45.7,2002,4,0
462,action,english,126,61.4,86.9,2010,0,1
463,horror,spanish,147,34.1,57.3,2001,0,0
464,romance,french,94,70.2,47.8,2000,5,1
465,comedy,spanish,83,74.2,99.0,2001,2,1
466,comedy,korean,154,25.0,53.9,1997,1,0
467,sci-fi,hindi,108,40.6,68.7,1995,1,1
468,thriller,spanish,113,71.0,68.0,2015,0,1
469,romance,korean,158,68.3,65.0,2012,2,1
470,comedy,korean,137,78.6,84.4,2015,1,1
471,romance,spanish,137,41.1,66.4,2015,2,0
472,comedy,spanish,85,62.0,69.3,2004,0,0
473,horror,spanish,104,28.9,47.2,2017,1,0
474,sci-fi,spanish,99,80.5,89.4,2018,1,1
475,action,korean,108,78.2,79.9,2004,1,1
476,drama,korean,148,40.8,56.0,1996,0,0
477,sci-fi,hindi,108,63.1,54.2,2015,0,1
478,sci-fi,spanish,154,34.7,84.7,2003,2,1
479,drama,spanish,168,62.2,41.5,2009,1,0
480,horror,french,175,55.7,53.2,2013,0,0
481,action,korean,166,60.0,78.2,2007,1,0
482,sci-fi,korean,131,63.0,32.2,2008,0,0
483,thriller,hindi,165,59.0,66.0,2013,0,1
484,thriller,hindi,148,64.1,39.2,2013,1,0
485,action,spanish,118,90.0,50.0,2006,1,1
486,comedy,korean,132,74.8,64.7,2013,1,1
487,horror,spanish,120,69.9,64.4,2020,2,0
488,thriller,hindi,171,55.4,93.5,2014,0,1
489,comedy,spanish,89,30.9,62.1,2012,0,0
490,action,korean,83,70.7,71.4,2008,0,1
491,thriller,english,120,42.3,72.6,2015,1,0
492,animation,spanish,148,44.8,57.8,1997,1,1
493,action,english,173,66.8,66.5,2019,2,1
494,thriller,french,172,69.8,96.4,2014,1,1
495,romance,french,102,67.8,83.9,1995,2,1
496,romance,english,123,59.8,47.9,1999,0,0
497,thriller,french,179,86.7,85.8,2006,1,1
498,drama,korean,81,81.1,90.5,1998,1,1
499,comedy,korean,106,61.0,59.1,1998,0,1
500,sci-fi,english,170,78.5,49.5,1999,2,1
501,drama,spanish,164,23.6,72.4,2003,0,0
502,horror,hindi,173,70.6,71.0,1998,0,1
503,action,french,86,84.5,49.9,2002,0,0
504,horror,french,89,60.5,68.5,2020,1,1
505,comedy,spanish,94,31.6,51.0,2013,3,0
506,thriller,korean,132,21.9,71.3,2011,2,0
507,horror,french,164,44.2,79.0,2013,1,1
508,horror,spanish,109,48.3,59.9,2000,0,0
509,sci-fi,french,107,23.1,61.6,2019,0,0
510,horror,french,168,73.8,78.0,2021,1,1
511,horror,english,153,66.7,100.0,2013,0,1
512,horror,french,159,78.2,80.1,2022,2,1
513,sci-fi,french,106,40.5,80.9,2021,1,1
514,drama,english,131,90.7,74.9,2020,2,1
515,romance,hindi,165,63.8,33.0,1996,2,1
516,drama,french,171,36.4,13.7,2018,1,0
517,horror,english,172,67.8,88.6,2016,0,1
518,thriller,english,144,71.7,47.5,2019,1,1
519,drama,french,161,86.5,45.8,2000,2,1
520,horror,korean,128,76.2,53.7,2011,1,1
521,action,hindi,135,44.8,40.0,2002,0,0
522,comedy,korean,157,87.2,46.9,2001,2,1
523,sci-fi,spanish,176,10.0,60.6,1996,1,0
524,animation,french,112,66.8,56.7,2014,1,1
525,thriller,french,109,48.2,73.8,2001,2,1
526,thriller,korean,134,64.0,57.7,2017,1,0
527,romance,spanish,123,72.9,78.5,2004,0,1
528,romance,spanish,125,83.7,56.0,2013,3,1
529,sci-fi,korean,105,70.6,45.9,2011,1,0
530,horror,french,95,69.0,39.2,1999,2,0
531,comedy,french,136,34.8,66.3,2015,0,0
532,sci-fi,hindi,167,32.3,61.3,2023,1,0
533,sci-fi,english,107,49.8,56.5,2022,1,0
534,sci-fi,english,116,72.3,80.0,2017,0,0
535,comedy,english,102,57.4,59.1,2006,1,1
536,drama,french,137,86.8,91.7,2008,1,1
537,romance,french,100,33.2,83.8,1997,3,1
538,horror,spanish,133,61.3,70.3,2019,1,1
539,comedy,french,99,51.8,46.0,2016,2,0
540,sci-fi,korean,86,30.2,72.4,2011,0,0
541,action,english,134,77.8,63.8,1995,0,1
542,romance,english,109,91.3,43.3,2004,2,1
543,animation,english,159,58.2,92.6,2004,1,1
544,action,korean,161,62.6,61.5,2020,1,0
545,action,english,179,57.5,60.3,1998,1,1
546,action,french,115,82.0,59.1,2007,1,1
