movie_id,genre,language,runtime_min,critic_score,audience_score,release_year,num_awards,recommend
117,drama,korean,165,78.1,50.9,2008,2,0
118,sci-fi,korean,136,22.5,34.6,2019,1,0
119,action,hindi,91,54.6,69.4,2001,0,1
120,romance,french,127,29.6,84.4,2001,2,0
121,action,hindi,166,64.4,82.7,1996,0,1
122,horror,french,102,60.8,62.6,1995,2,1
123,action,korean,129,83.0,57.9,2023,1,0
124,romance,hindi,100,65.4,59.8,1995,0,1
125,comedy,english,96,76.7,42.7,1999,0,0
126,thriller,hindi,105,54.8,76.7,2015,3,0
127,thriller,hindi,111,87.3,50.7,2016,2,0
128,sci-fi,french,159,62.6,85.2,2016,0,1
129,sci-fi,spanish,133,54.8,63.3,1996,1,1
130,horror,spanish,127,69.8,63.5,2006,0,0
131,action,english,90,73.0,76.1,2002,1,0
132,horror,hindi,156,64.0,69.2,1995,0,1
133,drama,hindi,152,70.0,34.4,2013,0,1
134,action,french,171,33.7,55.7,2001,1,0
135,comedy,korean,122,32.5,85.2,2014,1,1
136,romance,french,103,85.1,57.0,1998,1,1
137,romance,spanish,90,66.1,40.5,1999,3,1
138,animation,korean,84,51.4,76.3,1998,4,1
139,horror,spanish,84,68.6,44.8,2004,1,0
140,thriller,korean,88,63.4,75.5,2021,0,0
141,thriller,french,125,41.8,85.6,2000,1,0
142,sci-fi,english,130,65.7,35.9,2018,1,1
143,animation,korean,164,49.9,53.1,2004,2,1
144,drama,spanish,133,65.3,69.7,2013,2,1
145,thriller,korean,113,46.4,41.5,1998,1,0
146,action,korean,135,70.4,64.5,2013,1,1
147,sci-fi,korean,137,44.9,83.3,1998,1,0
148,horror,spanish,147,67.5,75.8,2009,1,1
149,animation,spanish,127,25.8,80.9,2002,1,1
150,animation,hindi,121,41.3,50.1,1997,1,0
151,sci-fi,korean,91,44.1,59.0,2005,2,0
152,horror,hindi,91,65.1,56.8,2004,1,1
153,drama,korean,95,9.8,72.1,2023,1,0
154,romance,french,104,67.2,57.4,2011,2,0
155,action,english,153,22.2,61.4,2020,0,0
156,sci-fi,english,142,38.5,93.1,2004,0,1
157,animation,english,149,78.5,39.7,2018,1,0
158,horror,french,115,40.1,98.6,2006,0,1
159,comedy,spanish,132,74.9,56.7,2015,0,1
160,action,hindi,90,83.3,67.4,2005,4,1
161,sci-fi,french,128,71.1,57.6,2023,0,1
162,romance,spanish,92,99.9,60.0,2010,1,1
163,comedy,french,176,47.7,57.5,2017,1,0
164,sci-fi,spanish,107,15.0,17.6,1997,1,0
165,drama,spanish,81,66.3,90.6,2014,2,1
166,drama,spanish,81,44.5,56.2,2010,1,0
167,drama,french,131,46.8,73.1,2016,1,1
168,horror,korean,93,64.0,69.0,2013,0,0
169,comedy,spanish,155,56.2,53.5,2000,2,1
170,drama,spanish,82,52.3,41.0,1999,0,0
171,sci-fi,english,156,65.6,66.7,2019,0,1
172,romance,korean,167,96.4,62.5,2023,3,1
173,horror,english,80,52.0,79.4,2005,2,1
174,romance,hindi,107,43.3,83.8,2010,2,1
175,drama,spanish,118,73.9,59.3,2006,0,1
176,animation,english,83,36.1,72.7,2001,2,1
177,animation,english,115,61.5,57.0,2015,1,0
178,thriller,hindi,88,73.3,68.8,2007,2,1
179,action,korean,88,45.5,69.4,2009,1,1
180,horror,spanish,142,68.8,83.7,1998,0,1
181,action,english,83,73.2,33.8,2023,1,1
182,action,hindi,152,67.3,87.5,2021,1,1
183,animation,korean,138,47.0,36.7,1995,2,1
184,romance,english,143,51.1,66.6,2002,1,0
185,horror,korean,139,77.1,74.2,2020,3,1
186,comedy,french,155,49.1,68.8,2010,1,0
187,thriller,french,151,33.5,58.8,2016,0,0
188,horror,spanish,163,83.6,52.7,2016,1,1
189,sci-fi,hindi,137,43.0,37.2,2004,2,0
190,drama,english,153,65.7,70.3,2018,0,1
191,action,english,157,63.1,66.9,2001,0,0
192,sci-fi,english,121,71.4,68.2,2023,0,0
193,drama,english,109,66.6,75.1,2018,3,1
194,sci-fi,hindi,171,60.5,54.5,2006,0,0
195,romance,hindi,164,100.0,63.8,2011,2,0
196,action,french,123,54.7,80.2,2019,0,1
197,action,spanish,156,39.8,54.7,2015,4,1
198,romance,english,110,69.5,75.0,2016,2,1
199,sci-fi,hindi,172,58.8,52.5,2012,0,0
200,animation,english,167,59.1,72.6,2011,1,1
201,sci-fi,hindi,94,45.9,62.1,1998,0,1
202,animation,korean,137,21.4,39.3,2013,1,0
203,thriller,english,101,69.7,50.9,2015,2,0
204,drama,english,170,79.7,38.8,2008,2,1
205,horror,english,159,35.6,57.5,1998,0,0
206,action,spanish,145,58.7,43.5,2019,1,0
207,animation,french,120,88.5,59.5,2016,1,1
208,drama,spanish,102,66.7,81.5,2012,1,0
209,drama,english,137,77.5,65.1,2004,1,0
210,sci-fi,hindi,108,65.3,24.8,2000,0,0
211,sci-fi,korean,159,36.0,65.3,1999,0,0
212,comedy,hindi,83,62.7,52.4,1997,1,0
213,comedy,korean,168,64.3,93.1,2002,0,0
214,drama,korean,123,86.6,80.2,2021,0,1
215,drama,spanish,165,49.4,87.7,2000,1,0
216,romance,english,121,69.4,96.1,2003,0,1
217,comedy,english,141,69.3,65.7,2000,0,1
218,comedy,french,178,68.4,92.3,1996,2,1
219,comedy,english,121,59.1,57.7,2000,2,0
220,sci-fi,english,111,56.1,67.5,2007,2,1
221,horror,hindi,122,74.0,82.3,2019,2,1
222,drama,spanish,165,49.2,58.6,2005,0,1
223,sci-fi,english,119,86.3,52.9,2014,1,0
224,action,hindi,88,76.6,61.5,2022,1,0
225,horror,hindi,105,27.0,45.9,2016,2,0
226,drama,hindi,112,67.3,58.5,2013,1,0
227,action,spanish,98,77.6,68.5,2015,1,0
228,thriller,english,159,54.3,34.2,2002,0,0
229,drama,korean,178,56.6,51.5,2022,0,0
230,action,korean,124,35.0,57.2,2007,1,0
231,thriller,korean,124,87.1,75.3,2018,1,1
232,comedy,english,156,60.5,53.7,2010,1,0
233,horror,french,120,60.1,75.3,2000,1,0
234,sci-fi,hindi,147,61.3,79.7,2018,2,1
235,comedy,hindi,98,45.2,82.6,2002,1,1
236,comedy,english,152,42.7,63.6,2021,0,0
237,animation,spanish,137,58.0,44.6,2018,0,0
238,sci-fi,english,152,91.1,73.9,2004,1,1
239,action,french,142,50.2,93.2,2009,2,0
240,sci-fi,french,124,61.8,57.0,2001,3,1
241,sci-fi,hindi,83,38.4,70.8,1997,2,0
242,romance,english,84,55.2,62.1,2011,2,1
243,comedy,spanish,141,36.2,57.3,2005,2,0
244,sci-fi,english,106,27.4,88.5,2008,3,1
245,thriller,korean,101,43.0,63.8,2010,2,1
246,thriller,english,90,60.0,66.0,2006,1,1
247,thriller,hindi,148,50.6,58.3,2020,0,1
248,romance,spanish,174,76.9,42.5,2023,1,0
249,thriller,hindi,95,77.4,50.8,2014,0,1
250,comedy,korean,99,57.1,67.6,2018,1,0
251,drama,korean,94,34.2,67.9,2000,3,0
252,romance,hindi,103,58.6,43.1,2015,2,0
253,comedy,spanish,173,82.1,79.2,2004,1,0
254,horror,french,105,81.2,59.1,2021,1,1
255,comedy,english,110,54.2,37.5,2014,1,0
256,comedy,french,137,44.8,75.5,2022,1,1
257,action,hindi,80,47.5,58.2,2012,2,0
258,romance,hindi,138,85.9,68.9,2010,0,0
259,comedy,hindi,136,55.1,42.8,2015,4,0
260,thriller,hindi,172,88.5,42.9,2022,2,1
261,horror,english,169,77.3,58.6,2023,3,1
262,sci-fi,korean,171,91.9,79.4,2001,1,1
263,action,korean,119,49.0,68.1,2007,0,0
264,sci-fi,hindi,93,68.5,44.3,2000,1,0
265,horror,french,148,87.1,72.1,2020,1,1
266,horror,spanish,108,39.6,65.5,2000,3,0
267,sci-fi,korean,145,74.3,66.2,2010,0,1
268,comedy,english,142,53.9,71.8,2010,1,1
269,thriller,hindi,106,46.6,59.2,2000,2,0
270,romance,english,143,48.8,35.4,2022,1,0
271,animation,korean,136,59.1,73.6,2010,2,1
272,animation,spanish,110,53.9,90.9,1999,1,1
273,comedy,french,93,64.7,69.3,1998,0,0
274,thriller,spanish,126,43.4,74.7,1996,1,0
275,sci-fi,french,147,59.6,59.1,2009,3,0
276,thriller,spanish,168,38.4,76.9,1999,5,0
277,romance,korean,120,76.0,72.8,1995,0,1
278,drama,english,168,63.6,71.0,1995,0,0
279,comedy,spanish,87,54.6,72.5,2015,0,1
280,thriller,spanish,160,39.8,75.6,2014,2,0
281,thriller,korean,131,32.8,92.1,2003,0,1
282,action,hindi,108,46.2,78.0,2023,1,1
283,romance,hindi,137,45.6,73.4,2005,1,0
284,drama,french,152,49.8,73.9,2015,0,0
285,sci-fi,korean,164,71.0,64.6,2017,1,1
286,action,french,171,56.3,41.0,2004,1,0
287,comedy,english,135,49.3,53.9,1997,1,0
288,animation,korean,179,55.8,82.8,2009,1,0
289,sci-fi,english,169,100.0,78.9,2015,1,1
290,action,french,86,75.6,74.4,2004,1,1
291,sci-fi,hindi,109,82.0,71.9,2018,1,1
292,animation,hindi,125,76.4,77.5,2003,0,0
293,action,english,160,52.7,48.8,2015,1,0
294,action,french,119,69.1,45.6,2013,4,1
295,horror,spanish,119,51.3,87.1,2013,2,0
296,sci-fi,english,87,30.7,56.6,2022,2,0
297,horror,korean,135,100.0,73.6,2005,1,1
298,horror,hindi,111,37.7,61.6,2020,3,0
299,sci-fi,english,161,77.3,51.1,2018,0,1
300,thriller,spanish,155,37.1,78.8,1995,1,0
301,thriller,french,96,33.3,51.8,2002,3,0
302,horror,spanish,142,43.2,49.6,1995,1,0
303,drama,hindi,151,82.7,46.9,2020,2,1
304,animation,spanish,124,54.0,41.1,2006,1,0
305,romance,spanish,115,80.4,76.3,2021,3,1
306,sci-fi,korean,120,79.2,55.5,2008,4,1
307,sci-fi,english,133,84.9,99.5,1995,0,1
308,comedy,hindi,150,42.7,55.5,1995,3,1
309,comedy,french,153,39.7,74.6,2021,0,1
310,comedy,korean,138,57.6,82.3,1999,2,1
311,action,english,137,60.9,98.7,2001,0,0
312,thriller,hindi,115,46.1,45.7,2015,0,0
313,thriller,spanish,132,54.1,58.0,2005,3,0
314,action,korean,138,63.6,59.7,2012,0,0
315,romance,french,171,60.9,66.7,1999,0,1
316,action,french,107,74.6,77.5,2023,1,1
317,horror,spanish,154,43.5,66.7,1995,1,0
318,drama,english,123,53.9,74.7,2013,1,1
319,animation,korean,155,50.5,97.8,2010,1,1
320,comedy,spanish,132,63.6,51.2,1997,1,0
321,drama,hindi,164,43.8,53.2,2003,1,1
322,comedy,korean,162,57.9,56.5,2006,0,0
323,thriller,french,104,77.0,97.0,1998,1,1
324,animation,spanish,146,54.2,57.4,2014,2,0
325,comedy,french,164,71.8,82.4,2002,2,1
326,animation,english,133,26.7,54.0,2004,1,0
327,animation,english,172,37.5,28.9,2010,2,0
328,sci-fi,korean,120,50.4,59.8,2004,1,0
329,sci-fi,korean,125,45.4,78.8,2008,4,1
330,comedy,hindi,84,53.0,61.1,2011,1,1
331,romance,korean,163,60.6,49.4,1996,1,0
332,drama,french,111,42.7,40.6,1998,1,0
333,sci-fi,korean,157,66.2,74.6,2009,1,1
334,horror,spanish,150,69.8,70.8,2001,2,1
335,romance,spanish,119,64.2,76.4,2009,0,1
336,thriller,hindi,93,75.1,50.5,2008,1,0
337,animation,english,80,72.9,57.1,2010,2,1
338,drama,hindi,154,72.1,50.8,2007,1,0
339,animation,hindi,97,70.0,85.6,1997,4,1
340,thriller,english,94,81.9,34.7,2021,3,0
341,drama,spanish,160,59.8,77.7,2012,1,1
342,comedy,english,93,67.1,53.0,2018,2,0
343,animation,english,114,95.1,81.4,1995,2,1
344,horror,korean,179,66.5,73.1,1999,1,1
345,animation,french,173,56.8,78.4,1997,2,0
346,animation,english,175,34.9,81.1,2008,1,1
347,thriller,french,85,60.0,61.9,2018,1,0
348,drama,hindi,80,88.0,61.0,1996,3,1
349,comedy,korean,99,91.7,53.0,1995,1,1
350,sci-fi,french,156,61.0,76.7,2007,0,1
351,comedy,english,114,67.8,69.9,2004,0,1
352,animation,hindi,149,81.5,63.4,2006,0,1
353,animation,english,114,57.2,69.6,2020,1,1
354,comedy,french,112,59.0,79.3,2013,1,1
355,drama,english,108,56.1,83.1,2020,1,0
356,action,hindi,99,72.6,28.8,2003,1,0
357,thriller,english,113,46.7,60.3,1997,2,0
358,romance,korean,91,53.0,77.1,2020,0,1
359,horror,spanish,101,64.4,68.5,2004,1,1
360,sci-fi,spanish,94,61.2,93.1,2022,0,1
361,action,english,173,88.3,53.4,2000,0,1
362,horror,french,111,55.7,84.2,1997,0,1
363,horror,french,90,43.8,84.5,2017,0,0
364,thriller,english,81,54.5,47.0,2005,2,0
365,comedy,korean,149,66.1,74.4,2003,1,0
366,drama,korean,150,37.7,57.4,2010,1,1
367,drama,korean,118,71.1,100.0,2018,2,1
368,comedy,spanish,145,26.4,67.9,2009,0,0
369,thriller,spanish,93,67.3,84.3,2012,0,1
370,sci-fi,french,82,46.7,63.6,2019,1,0
371,animation,korean,105,70.8,100.0,2017,0,1
372,comedy,french,149,58.3,85.0,2007,1,1
373,animation,french,120,48.9,57.7,2010,2,0
374,comedy,spanish,93,52.7,72.0,2020,2,1
375,horror,spanish,161,44.6,76.1,2016,1,0
376,sci-fi,french,154,88.2,39.8,2022,0,0
377,comedy,english,115,25.1,78.1,2019,0,0
378,drama,hindi,110,60.5,49.3,2021,2,1
379,drama,hindi,132,65.3,63.9,2011,3,1
380,drama,spanish,117,71.4,51.9,2011,4,1
381,drama,english,118,55.0,64.2,2016,0,0
382,comedy,spanish,158,36.7,69.9,2019,3,1
383,sci-fi,english,177,33.6,58.7,1996,0,0
384,sci-fi,english,137,64.8,49.9,2000,1,0
385,romance,spanish,94,57.6,47.5,1996,0,0
386,thriller,korean,132,72.9,27.0,2016,1,0
387,romance,spanish,90,76.4,54.2,1995,3,1
388,horror,french,96,40.1,71.3,2000,0,0
389,action,korean,175,67.8,74.2,2020,1,0
390,comedy,hindi,179,100.0,74.8,2013,1,1
391,comedy,french,84,40.7,74.9,1995,1,0
392,action,french,134,34.1,37.3,2008,1,0
393,sci-fi,korean,115,55.9,48.6,2023,0,0
394,animation,korean,126,64.6,58.6,2007,1,0
395,comedy,korean,178,71.9,46.4,2022,1,1
396,romance,korean,80,43.6,93.1,2023,1,1
397,sci-fi,spanish,121,73.7,64.1,2019,2,1
398,drama,english,147,42.4,61.9,1997,3,1
399,animation,korean,151,71.4,68.3,2016,3,1
400,romance,french,119,51.7,56.0,2023,0,1
401,sci-fi,english,80,66.3,59.1,2003,2,1
402,thriller,english,88,46.6,85.1,2013,1,0
403,romance,french,82,77.5,47.8,1997,1,1
404,romance,french,93,35.4,46.0,2000,3,0
405,drama,spanish,118,69.6,70.1,2013,0,1
406,thriller,spanish,160,62.0,54.3,2014,0,0
407,sci-fi,spanish,121,50.1,52.6,2009,2,1
408,drama,english,160,57.2,67.6,2011,1,0
409,sci-fi,english,165,60.4,87.7,2021,1,1
410,animation,french,177,71.6,46.5,2006,2,1
411,comedy,korean,111,87.7,52.4,2010,2,1
412,drama,hindi,168,56.0,73.7,2007,1,0
413,action,english,104,64.2,65.5,2000,1,1
414,comedy,hindi,163,13.2,75.1,2017,3,0
415,horror,spanish,117,48.4,64.9,2001,2,0
416,thriller,korean,159,50.1,48.1,2019,1,0
417,thriller,hindi,174,52.7,48.2,2017,1,0
418,drama,english,163,86.0,56.0,2022,2,1
419,sci-fi,spanish,158,31.1,95.7,2004,0,1
420,sci-fi,korean,138,34.0,79.0,2009,2,0
421,sci-fi,spanish,157,36.4,37.5,2021,0,0
422,romance,french,158,52.6,50.5,1999,1,1
423,thriller,korean,164,72.4,53.5,2011,0,1
424,thriller,hindi,87,39.8,60.7,2011,1,0
425,drama,french,111,93.3,77.9,2017,0,1
426,drama,korean,131,50.3,61.1,2013,0,1
427,thriller,french,173,100.0,59.0,2004,1,1
428,romance,hindi,118,20.2,78.2,2002,1,0
429,romance,korean,85,37.4,100.0,2023,0,1
430,sci-fi,english,162,44.7,90.0,2021,2,1
431,romance,spanish,107,58.2,50.4,2005,5,1
432,romance,english,109,67.8,48.3,2014,3,1
433,animation,english,149,86.3,34.5,1995,3,0
434,romance,english,158,84.4,86.3,2007,2,1
435,horror,french,134,19.5,66.1,2019,3,0
436,horror,french,93,74.4,56.0,2017,1,1
437,comedy,hindi,168,41.2,79.4,2000,0,0
438,sci-fi,korean,120,53.8,71.6,2005,1,0
439,action,hindi,108,77.9,67.8,1999,1,1
440,action,english,142,83.8,50.9,1996,1,1
441,sci-fi,french,165,50.7,68.0,2014,2,1
442,romance,spanish,119,55.0,64.4,1999,1,1
443,romance,french,84,36.7,58.1,2005,2,0
444,animation,french,144,49.5,86.5,2001,1,0
445,animation,english,135,76.4,40.0,2012,2,1
446,comedy,french,93,81.5,68.4,2010,1,1
447,sci-fi,spanish,121,60.7,83.3,2021,1,1
448,comedy,spanish,126,66.1,57.1,2015,0,1
449,sci-fi,english,151,56.6,61.9,2005,0,1
450,romance,spanish,114,51.9,95.4,2008,1,1
451,sci-fi,english,127,65.5,83.2,2014,1,1
452,animation,korean,176,75.5,56.7,2021,4,1
453,sci-fi,french,154,60.2,70.6,2007,2,1
454,horror,hindi,132,21.2,71.0,2000,0,0
455,animation,french,161,88.3,59.3,2015,2,1
456,sci-fi,hindi,86,50.2,69.0,2004,1,1
457,sci-fi,hindi,139,64.0,51.0,1998,1,0
458,drama,english,176,55.7,84.2,2020,3,0
459,drama,french,149,32.0,84.7,2010,3,1
460,sci-fi,spanish,109,68.0,40.8,2008,3,1
461,horror,hindi,168,33.6,45.4,2014,0,0
462,comedy,french,120,67.0,75.6,2021,1,1
463,romance,french,172,46.4,88.2,2004,1,0
464,action,english,93,38.1,37.5,2004,0,0
465,romance,hindi,104,60.5,56.4,2003,1,0
466,thriller,korean,112,59.2,64.0,2004,1,0
467,action,korean,173,86.5,55.8,2019,2,1
468,thriller,english,89,44.8,46.4,2022,2,0
469,sci-fi,french,131,70.6,73.5,1999,1,1
470,romance,korean,132,65.7,49.7,2008,0,0
471,comedy,english,107,77.3,53.0,2005,0,0
472,romance,hindi,97,32.0,71.5,2015,0,0
473,thriller,korean,157,26.8,51.9,2023,4,0
474,animation,hindi,150,65.3,45.8,2019,2,0
475,sci-fi,spanish,81,74.3,62.2,2015,1,1
476,thriller,french,135,43.2,63.9,1999,1,0
477,comedy,french,111,76.9,79.9,2019,1,1
478,horror,spanish,135,41.6,54.0,2016,3,1
479,romance,english,159,87.7,56.8,2003,2,0
480,romance,english,137,38.3,69.6,2010,0,0
481,drama,hindi,116,42.5,59.7,1999,2,1
482,action,spanish,175,55.7,64.9,2016,2,0
483,comedy,korean,176,45.2,73.0,1997,2,0
484,animation,hindi,135,58.5,49.7,2005,1,1
485,romance,french,110,51.7,53.3,2000,3,1
486,horror,spanish,165,41.5,72.2,2003,0,0
487,action,korean,146,53.5,76.5,1999,2,1
488,comedy,korean,149,64.5,73.8,2021,3,1
489,comedy,spanish,168,93.7,71.1,2021,0,1
490,action,spanish,98,46.5,74.2,2007,1,1
491,horror,hindi,143,48.7,53.9,2001,0,0
492,comedy,spanish,95,55.5,62.8,2001,0,0
493,sci-fi,korean,131,64.7,63.7,1995,0,0
494,action,english,84,68.9,67.9,2004,0,1
495,drama,korean,87,70.8,69.3,2010,0,1
496,action,korean,144,22.5,61.7,1998,2,0
497,romance,hindi,154,55.4,66.7,1999,2,1
498,sci-fi,spanish,117,47.5,29.4,2013,0,0
499,animation,korean,126,47.8,69.3,2022,2,0
500,comedy,french,129,78.3,71.5,2021,1,1
501,romance,korean,177,62.2,77.0,2003,1,1
502,sci-fi,english,86,22.1,68.9,1996,2,0
503,action,french,80,43.0,36.3,2015,0,0
504,action,korean,154,61.3,70.2,1996,0,0
505,romance,hindi,91,54.3,83.7,2020,1,1
506,comedy,spanish,154,64.3,43.2,2022,0,0
507,thriller,spanish,118,54.7,56.5,2020,1,1
508,horror,spanish,131,79.7,74.3,2015,0,1
509,animation,spanish,148,50.6,75.7,1997,0,1
510,action,hindi,109,63.4,73.5,1997,2,0
511,animation,korean,173,49.2,61.5,2010,2,1
512,comedy,spanish,112,28.2,61.4,2006,2,0
513,thriller,spanish,140,49.7,51.4,2000,1,0
514,comedy,hindi,106,59.2,67.6,2022,1,0
515,animation,hindi,109,60.3,75.4,2017,2,1
516,sci-fi,spanish,169,49.0,93.5,2008,5,1
517,animation,spanish,124,58.8,34.1,2023,3,0
518,comedy,french,159,48.9,39.0,2023,2,0
519,action,korean,95,96.2,45.7,1996,1,1
520,thriller,hindi,102,83.9,71.6,2012,2,1
521,action,korean,102,48.7,82.0,2018,2,1
522,thriller,hindi,94,45.1,15.9,2018,0,0
523,drama,hindi,80,67.0,89.0,2000,0,1
524,romance,hindi,114,90.0,66.3,2021,1,1
525,sci-fi,korean,176,53.3,75.0,2000,3,1
526,romance,english,154,86.9,70.1,2012,1,1
527,sci-fi,korean,172,72.1,25.6,2021,3,0
528,horror,spanish,104,85.3,45.6,2011,0,1
529,romance,korean,154,100.0,74.6,2006,0,0
530,sci-fi,hindi,142,84.1,100.0,2004,0,1
531,horror,spanish,145,63.2,92.5,2000,1,1
532,action,french,129,43.9,87.4,1998,1,1
533,romance,french,138,30.1,88.0,2015,1,1
534,drama,spanish,107,38.8,70.9,2001,1,1
535,sci-fi,spanish,131,34.4,49.4,2002,2,0
536,animation,french,164,94.6,73.9,2015,0,1
537,animation,hindi,170,38.1,75.6,2008,3,0
538,animation,hindi,162,62.2,35.4,2004,1,0
539,comedy,english,134,65.7,61.7,2008,2,1
540,comedy,spanish,159,83.8,50.1,2011,3,1
541,action,french,170,41.6,72.3,2019,1,1
542,comedy,english,119,51.1,56.2,2016,0,0
