movie_id,genre,language,runtime_min,critic_score,audience_score,release_year,num_awards,recommend
65,comedy,spanish,137,50.7,49.5,2003,3,0
66,thriller,english,136,62.3,53.5,2016,1,1
67,romance,english,121,52.2,81.9,2018,1,1
68,comedy,korean,155,88.1,70.9,2018,0,1
69,animation,korean,151,53.1,87.2,2017,1,1
70,action,french,86,64.2,83.5,2014,2,1
71,comedy,spanish,113,47.9,61.5,2010,1,0
72,comedy,spanish,117,75.1,48.7,2012,1,1
73,comedy,hindi,142,60.6,91.4,1998,0,0
74,action,spanish,174,64.5,64.1,2013,1,1
75,horror,english,135,75.7,76.8,2014,0,0
76,sci-fi,spanish,166,93.9,71.4,2023,1,1
77,romance,french,94,48.8,56.7,2001,3,1
78,sci-fi,spanish,170,26.0,84.0,2000,2,0
79,animation,french,137,50.3,71.8,2019,2,0
80,thriller,english,149,42.5,58.9,2007,0,0
81,horror,korean,95,60.4,68.4,2003,3,1
82,comedy,korean,116,59.5,64.7,2023,1,1
83,sci-fi,hindi,169,59.9,35.4,2016,3,0
84,thriller,spanish,158,91.2,86.3,2015,0,1
85,drama,korean,110,83.7,61.1,2020,0,1
86,drama,english,125,41.3,76.0,2008,0,0
87,action,spanish,112,61.5,45.1,1997,0,0
88,thriller,hindi,137,59.3,66.7,2001,2,1
89,sci-fi,english,159,42.5,81.5,2004,0,1
90,action,english,147,100.0,32.7,1998,2,0
91,horror,spanish,123,68.8,76.2,1997,1,1
92,romance,hindi,88,74.9,75.8,2007,1,1
93,romance,french,162,56.5,42.1,2004,4,0
94,romance,french,87,45.5,56.3,2021,1,0
95,comedy,spanish,156,63.4,63.7,2018,1,0
96,comedy,korean,127,61.0,53.0,2021,3,1
97,comedy,french,87,53.0,45.9,2007,1,0
98,comedy,french,121,55.6,51.1,2023,2,0
99,thriller,spanish,103,60.0,62.3,2018,0,1
100,thriller,english,171,46.1,69.6,2009,2,1
101,drama,english,147,71.0,63.4,2000,0,1
102,thriller,spanish,132,54.4,46.2,2015,0,0
103,sci-fi,english,112,46.6,33.1,2017,4,0
104,sci-fi,spanish,133,79.7,52.9,2015,1,1
105,romance,english,126,63.8,30.7,2011,1,0
106,thriller,hindi,139,35.1,100.0,2023,0,1
107,drama,spanish,156,48.8,74.9,2017,1,1
108,sci-fi,french,99,30.4,72.8,2013,2,0
109,comedy,spanish,130,72.5,40.3,1996,3,1
110,action,spanish,101,95.0,68.6,2005,4,1
111,comedy,hindi,146,63.8,53.3,1996,0,1
112,comedy,spanish,174,42.2,63.3,2019,0,0
113,horror,korean,119,68.9,54.9,2019,2,1
114,horror,korean,103,68.0,73.3,2020,4,1
115,animation,korean,160,48.6,45.7,2009,0,0
116,thriller,korean,115,36.2,57.1,2013,1,0
117,action,english,84,62.2,67.1,1996,2,1
118,thriller,korean,129,92.5,48.9,2022,2,1
119,sci-fi,spanish,167,56.5,78.1,2006,1,0
120,comedy,english,111,43.9,55.4,1998,1,0
121,horror,hindi,80,80.5,71.7,2019,3,1
122,romance,spanish,88,41.3,63.9,2022,1,0
123,drama,hindi,128,65.4,79.9,2001,0,1
124,action,english,166,67.1,43.3,2004,1,0
125,animation,hindi,86,54.2,53.5,2001,0,1
126,drama,spanish,179,38.2,56.0,2002,0,1
127,animation,hindi,141,96.5,55.5,2021,2,1
128,action,french,101,49.0,66.0,2012,0,0
129,romance,spanish,155,23.8,68.0,2012,3,1
130,drama,english,110,77.9,78.7,2013,4,1
131,romance,french,139,90.0,51.9,2005,2,1
132,horror,hindi,135,35.6,100.0,2016,2,1
133,drama,korean,151,65.2,48.0,2003,0,0
134,horror,english,89,39.2,48.8,2014,0,0
135,sci-fi,french,112,48.0,36.9,1998,0,1
136,comedy,english,139,44.4,89.7,2009,1,0
137,romance,spanish,114,31.6,55.1,1996,1,0
138,thriller,hindi,98,56.7,63.7,2001,3,1
139,action,spanish,152,48.6,87.2,2003,3,1
140,romance,english,145,97.7,59.6,2003,0,1
141,action,hindi,147,66.0,64.9,2020,2,1
142,action,french,115,72.7,65.6,2016,0,1
143,thriller,korean,133,59.2,95.9,2007,0,1
144,horror,english,156,85.2,55.3,2022,2,1
145,horror,hindi,143,73.0,75.1,2021,1,1
146,action,english,109,52.4,73.5,2021,0,0
147,comedy,english,127,55.3,68.4,2005,1,0
148,action,korean,134,28.2,100.0,2000,1,1
149,comedy,korean,84,38.0,61.0,2020,0,0
150,horror,french,122,58.0,59.4,2017,2,0
151,sci-fi,french,110,87.9,56.9,1997,2,1
152,romance,french,177,71.7,49.7,2011,0,1
153,drama,korean,157,48.0,43.1,2004,3,1
154,thriller,korean,139,61.2,78.4,2023,2,1
155,thriller,hindi,146,55.4,53.9,2023,0,0
156,romance,hindi,178,51.2,61.1,2009,0,0
157,animation,spanish,89,59.5,56.3,2006,1,0
158,horror,french,106,80.2,65.6,2011,1,1
159,drama,hindi,86,53.4,96.8,2005,0,1
160,horror,hindi,171,32.5,69.5,2014,0,0
161,comedy,french,89,85.9,59.3,2008,0,0
162,comedy,hindi,146,19.6,76.3,2017,2,1
163,romance,english,81,89.1,49.3,2006,2,1
164,sci-fi,korean,175,78.6,75.6,1997,2,1
165,sci-fi,spanish,177,57.1,61.2,2015,1,0
166,sci-fi,korean,164,67.7,69.5,1996,1,1
167,drama,spanish,124,28.5,52.9,2009,2,1
168,action,korean,94,52.6,76.6,2013,1,1
169,action,spanish,149,70.5,63.6,2009,1,1
170,drama,english,80,72.4,56.1,2006,0,1
171,sci-fi,english,135,86.0,75.1,2004,0,0
172,comedy,english,95,63.9,60.0,2022,0,1
173,animation,spanish,154,68.7,67.4,2007,0,0
174,horror,spanish,114,74.2,53.7,2012,0,1
175,thriller,korean,145,74.3,53.1,2002,1,1
176,action,spanish,106,67.9,68.9,1998,1,1
177,horror,french,152,73.8,40.9,2007,1,1
178,sci-fi,hindi,107,84.8,64.4,2003,2,1
179,animation,spanish,155,44.7,54.6,2014,1,0
180,sci-fi,spanish,89,55.2,58.6,2000,0,0
181,comedy,spanish,165,41.4,63.3,2009,0,1
182,sci-fi,korean,88,76.1,59.5,1997,0,0
183,thriller,spanish,139,30.2,100.0,2004,2,0
184,comedy,hindi,82,65.0,62.3,2023,1,1
185,thriller,korean,146,72.8,83.3,2009,2,0
186,action,spanish,148,61.9,66.3,2011,0,0
187,action,hindi,81,66.6,70.3,2022,3,1
188,sci-fi,hindi,152,37.7,58.0,2013,0,0
189,thriller,french,92,70.8,60.2,1995,4,1
190,sci-fi,english,99,80.9,56.2,2023,3,1
191,horror,korean,166,69.9,49.4,2011,1,0
192,action,hindi,99,79.8,93.5,2000,2,1
193,comedy,hindi,113,51.2,43.8,2008,2,0
194,drama,french,88,63.6,54.6,1998,1,0
195,romance,spanish,173,78.2,64.6,2010,0,1
196,action,english,134,60.6,86.8,2005,2,0
197,sci-fi,french,136,47.0,56.7,2016,1,1
198,horror,hindi,146,54.5,77.5,2005,0,1
199,comedy,spanish,126,44.7,69.9,2018,0,1
200,comedy,french,92,68.2,63.8,2004,0,1
201,animation,english,91,71.6,79.7,2017,0,1
202,thriller,hindi,94,56.2,72.1,2000,0,0
203,action,spanish,84,22.0,82.6,2021,1,0
204,action,spanish,128,62.0,60.0,2017,0,1
205,sci-fi,english,119,33.6,51.5,2010,1,0
206,thriller,english,176,53.2,39.5,2010,1,0
207,horror,korean,100,36.4,38.6,1998,3,0
208,thriller,hindi,172,66.5,80.1,2013,1,1
209,sci-fi,spanish,102,78.7,95.0,2011,3,1
210,action,hindi,153,73.5,72.0,2002,0,1
211,drama,hindi,114,34.6,39.5,2008,1,0
212,thriller,spanish,167,88.1,61.2,1997,0,1
213,animation,korean,95,48.5,83.2,2001,1,1
214,thriller,english,170,53.8,46.1,2012,1,1
215,sci-fi,korean,163,58.2,53.6,1999,1,0
216,romance,hindi,121,54.6,44.7,1996,0,0
217,animation,english,103,73.4,56.5,2016,2,0
218,thriller,spanish,109,61.7,75.4,2010,1,0
219,drama,french,93,59.0,59.9,1997,6,0
220,drama,spanish,177,73.5,73.0,1995,2,1
221,horror,korean,168,11.5,68.6,2019,0,1
222,horror,spanish,104,64.7,73.3,2009,1,1
223,drama,english,123,65.2,54.6,2015,1,1
224,romance,hindi,124,74.9,39.4,2007,3,0
225,comedy,french,96,47.2,45.6,2017,3,0
226,horror,hindi,167,59.4,64.5,2004,1,1
227,comedy,spanish,120,33.7,54.1,2019,2,0
228,horror,french,138,90.5,59.6,2016,0,1
229,comedy,french,102,35.9,50.0,1997,1,1
230,romance,english,92,77.5,84.9,2015,2,1
231,animation,french,82,82.1,62.2,1995,1,1
232,animation,english,167,58.1,67.0,2022,1,0
233,action,french,168,48.8,34.8,2001,2,1
234,animation,hindi,171,58.8,74.8,2001,0,0
235,drama,spanish,119,66.4,66.2,1999,2,1
236,horror,english,123,64.4,58.2,2013,2,0
237,sci-fi,korean,93,42.9,70.6,2015,2,1
238,sci-fi,english,148,67.1,45.6,2003,2,0
239,thriller,hindi,112,35.5,59.1,1998,3,1
240,animation,spanish,111,66.0,78.5,2021,0,1
241,animation,english,92,43.4,80.9,1999,0,1
242,romance,hindi,127,38.0,61.4,2012,2,0
243,romance,korean,107,67.3,54.0,2001,0,0
244,thriller,spanish,141,62.5,74.3,2012,0,1
245,romance,korean,91,73.2,51.8,2014,2,0
246,horror,english,165,61.6,73.7,1997,0,1
247,animation,french,122,66.0,53.3,2000,3,1
248,action,spanish,178,81.9,70.6,2019,1,1
249,drama,french,106,27.4,53.4,2005,0,0
250,animation,hindi,149,86.0,66.2,1998,1,1
251,romance,korean,167,71.7,69.7,2015,0,0
252,horror,korean,99,49.1,44.3,2016,0,0
253,drama,english,84,54.9,43.8,2012,1,0
254,action,french,175,73.9,77.3,1999,2,1
255,drama,spanish,93,77.8,49.7,2010,0,1
256,sci-fi,hindi,156,78.4,52.9,2010,0,0
257,comedy,hindi,122,52.4,57.6,2015,0,0
258,sci-fi,spanish,123,57.2,70.6,1997,2,1
259,sci-fi,french,93,43.1,55.4,2022,2,0
260,horror,korean,162,38.8,75.0,2001,1,1
261,thriller,hindi,175,41.2,60.8,2004,0,0
262,comedy,spanish,175,45.0,76.4,2006,0,1
263,drama,hindi,174,69.8,43.2,2015,2,0
264,animation,spanish,170,65.2,69.1,2011,1,0
265,drama,english,93,78.0,58.9,2023,1,1
266,comedy,french,158,67.2,51.1,1995,0,0
267,comedy,english,129,56.1,83.2,2010,0,1
268,romance,french,97,48.1,55.4,1999,2,0
269,horror,korean,110,40.7,82.9,2018,2,0
270,drama,hindi,127,61.5,55.2,2007,1,0
271,thriller,english,129,39.8,60.0,2007,0,0
272,drama,spanish,111,43.2,65.1,2018,2,0
273,drama,english,168,60.0,79.4,2011,2,1
274,animation,french,107,70.4,56.0,2019,1,1
275,drama,hindi,108,59.5,56.7,2007,1,1
276,romance,hindi,128,60.8,50.3,2017,1,0
277,action,english,137,49.6,80.0,2015,1,1
278,thriller,korean,102,60.3,50.1,1995,2,0
279,comedy,hindi,155,59.6,61.0,2021,1,1
280,sci-fi,spanish,133,40.9,56.8,2016,2,0
281,comedy,hindi,178,52.2,100.0,2023,3,1
282,drama,english,85,53.9,40.9,2006,1,1
283,comedy,spanish,87,35.3,67.4,2017,2,0
284,horror,korean,97,64.9,69.7,2015,2,1
285,romance,spanish,107,43.9,44.7,2021,2,0
286,action,english,140,39.8,34.2,2013,1,0
287,drama,korean,110,43.2,71.0,1995,1,0
288,romance,hindi,84,64.6,70.8,2014,0,1
289,romance,hindi,107,85.2,93.0,2000,0,1
290,drama,korean,154,81.0,33.7,2021,0,0
291,sci-fi,spanish,110,71.1,52.9,1996,1,0
292,action,spanish,149,47.4,52.0,2019,2,0
293,action,spanish,112,45.6,68.5,2003,1,1
294,horror,spanish,154,59.9,46.6,1995,5,1
295,horror,french,98,85.2,75.3,2014,3,1
296,drama,french,154,90.7,47.0,2014,0,1
297,sci-fi,english,94,57.2,68.4,1995,2,0
298,horror,english,139,51.6,92.1,2001,2,1
299,animation,spanish,155,67.1,71.5,2006,0,1
300,romance,hindi,146,55.3,60.0,2011,0,0
301,romance,english,104,53.6,75.2,2019,2,1
302,comedy,korean,94,63.3,71.0,2020,1,0
303,comedy,spanish,167,61.6,40.2,2002,1,1
304,drama,english,144,88.1,41.3,2000,1,1
305,thriller,spanish,142,71.6,89.9,2009,1,1
306,animation,hindi,145,65.6,61.7,2000,2,1
307,sci-fi,korean,146,25.1,44.0,2004,1,0
308,animation,spanish,97,55.3,51.0,2017,1,0
309,comedy,english,142,25.2,61.8,2001,1,0
310,animation,korean,156,64.1,42.0,2003,2,1
311,comedy,english,89,69.8,53.2,2019,2,0
312,comedy,hindi,132,80.1,62.5,2012,0,1
313,thriller,english,84,100.0,33.6,1999,1,1
314,horror,english,116,59.3,61.2,2005,3,0
315,action,hindi,134,41.4,40.2,2004,0,0
316,drama,english,127,67.9,66.7,2008,0,0
317,thriller,hindi,106,23.3,47.1,2022,0,0
318,thriller,hindi,131,89.9,64.0,2012,1,1
319,horror,spanish,153,55.4,69.7,2018,1,1
320,romance,english,153,98.1,84.8,2003,1,1
321,horror,korean,84,57.1,62.0,2011,1,0
322,action,english,111,44.0,61.9,2010,1,0
323,horror,korean,135,56.3,64.9,1999,1,1
324,thriller,korean,110,36.0,64.9,1996,1,0
325,horror,spanish,93,45.5,46.0,2017,0,1
326,thriller,hindi,173,87.1,58.2,2017,1,1
327,horror,korean,91,49.7,75.0,2012,0,0
328,thriller,english,155,83.9,67.6,2022,3,1
329,drama,hindi,128,51.8,80.4,2002,1,0
330,comedy,korean,152,64.3,68.3,2005,0,0
331,romance,spanish,102,62.9,47.2,2018,1,0
332,thriller,french,108,85.6,46.5,2016,1,0
333,action,french,131,98.7,74.9,2008,1,1
334,romance,spanish,147,57.9,88.5,2003,0,0
335,animation,spanish,143,55.5,56.6,2008,2,1
336,action,hindi,88,59.8,61.4,2016,1,1
337,drama,korean,161,34.7,67.6,2001,1,0
338,romance,english,94,59.1,38.6,1997,0,0
339,sci-fi,korean,127,52.2,62.1,2001,1,1
340,comedy,french,148,57.4,63.7,2009,1,1
341,animation,english,95,40.8,75.7,2007,0,0
342,comedy,spanish,120,60.1,67.0,2016,2,1
343,drama,spanish,122,64.9,64.8,2005,1,1
344,action,spanish,113,80.9,71.9,2001,0,1
345,action,french,141,57.6,43.0,2016,1,0
346,action,spanish,138,63.6,67.1,2016,2,1
347,romance,english,144,55.4,65.7,2015,1,1
348,sci-fi,french,96,56.6,35.7,2023,2,0
349,animation,french,91,68.5,40.5,2021,2,0
350,comedy,hindi,168,100.0,73.6,2009,0,1
351,animation,english,163,65.4,78.9,2003,2,1
352,drama,english,155,51.6,70.5,2012,0,0
353,horror,spanish,110,64.3,63.9,2023,2,1
354,action,korean,87,53.6,80.5,2015,2,1
355,thriller,korean,112,69.8,39.9,2007,2,0
356,action,french,122,51.8,76.1,2014,0,1
357,comedy,english,113,31.6,56.3,1995,0,0
358,action,french,103,43.4,49.7,2019,0,0
359,horror,french,164,81.5,63.6,1996,0,1
360,action,french,82,59.0,42.7,2008,2,0
361,comedy,korean,173,31.4,45.7,2012,2,0
362,horror,spanish,126,73.5,35.3,2010,0,0
363,romance,korean,145,55.8,40.4,2002,0,0
364,animation,hindi,166,71.0,78.9,1995,0,0
365,drama,korean,152,48.6,80.7,2021,0,1
366,action,french,107,67.2,54.0,2012,1,0
367,thriller,french,140,78.1,75.2,2004,1,1
368,horror,english,120,55.0,66.9,2004,3,1
369,animation,french,164,70.8,90.4,2022,1,1
370,romance,english,125,83.5,70.9,2005,1,1
371,drama,french,171,36.6,94.6,2004,1,1
372,drama,hindi,87,39.1,62.9,2006,0,0
373,animation,spanish,137,65.1,65.4,2005,0,0
374,comedy,spanish,155,48.4,66.8,2014,1,0
375,drama,english,121,34.4,68.9,1999,2,1
376,action,korean,177,90.8,54.5,2005,0,1
377,thriller,spanish,122,86.5,78.0,1998,0,1
378,drama,korean,117,69.8,69.5,2010,1,1
379,sci-fi,spanish,163,80.1,57.4,2005,1,0
380,drama,spanish,166,46.0,56.3,1996,0,0
381,comedy,hindi,172,86.0,93.0,2018,2,1
382,sci-fi,korean,85,50.2,56.5,2014,2,1
383,comedy,english,84,52.0,78.5,2020,1,0
384,action,english,101,37.8,76.4,2016,1,0
385,action,french,80,100.0,28.0,2006,3,0
386,thriller,korean,136,46.9,54.9,1996,2,0
387,animation,hindi,100,40.0,65.6,2015,1,1
388,drama,spanish,100,87.1,52.3,2017,1,1
389,animation,spanish,159,61.8,83.7,2012,1,0
390,drama,spanish,158,55.7,60.1,2006,2,1
391,thriller,english,110,60.7,92.3,2014,1,1
392,comedy,french,153,32.4,69.6,1996,0,0
393,action,hindi,168,81.9,60.3,2012,0,0
394,comedy,korean,99,68.6,63.0,2011,1,1
395,horror,spanish,132,82.6,68.9,2013,1,1
396,romance,english,146,36.5,48.3,2022,1,0
397,sci-fi,spanish,114,66.4,86.9,1999,1,1
398,romance,french,88,32.2,64.2,2010,3,0
399,action,korean,160,48.1,71.3,2020,0,0
400,action,english,165,63.9,40.8,2018,1,0
401,horror,english,86,52.7,92.3,2014,3,1
402,action,spanish,103,63.8,66.3,2011,0,1
403,romance,spanish,176,79.6,53.4,1995,1,1
404,animation,spanish,176,55.9,67.9,2008,0,1
405,animation,hindi,177,95.7,67.2,2007,3,1
406,thriller,spanish,171,61.7,63.2,2015,2,0
407,action,korean,105,51.5,74.2,2018,0,1
408,drama,hindi,87,86.9,88.6,2004,1,1
409,drama,english,167,45.5,47.1,2006,0,0
410,animation,english,134,93.3,66.8,2012,2,1
411,horror,english,104,81.2,53.3,2000,1,1
412,thriller,hindi,167,46.6,57.0,2020,2,0
413,comedy,english,171,56.4,62.9,2007,1,0
414,thriller,hindi,90,45.5,67.2,2005,0,0
415,action,korean,179,65.7,71.6,2007,1,1
416,sci-fi,english,175,90.6,46.0,2011,0,1
417,sci-fi,english,171,63.1,80.4,2020,1,1
418,horror,hindi,115,100.0,63.9,2003,3,1
419,sci-fi,spanish,119,33.6,65.9,2013,0,0
420,animation,spanish,133,68.8,53.1,2003,1,1
421,animation,korean,87,48.0,52.5,1996,2,0
422,comedy,spanish,87,52.7,77.3,1999,0,1
423,sci-fi,korean,140,44.4,62.8,2008,0,0
424,thriller,spanish,94,43.1,72.2,2002,2,0
425,action,spanish,119,95.4,38.2,2004,0,1
426,horror,hindi,150,60.7,82.3,2015,0,1
427,comedy,korean,146,79.8,36.0,2002,0,0
428,animation,spanish,94,64.5,65.5,2021,1,1
429,comedy,english,103,51.9,47.7,2008,2,1
430,horror,hindi,150,52.0,70.3,2009,1,0
431,thriller,korean,132,65.0,62.5,2000,0,1
432,comedy,hindi,170,69.9,42.4,2006,1,0
433,comedy,korean,103,58.0,87.3,2013,2,1
434,romance,korean,134,57.2,48.5,2000,3,0
435,thriller,hindi,158,75.2,60.8,2007,1,0
436,action,english,113,39.3,89.9,1996,1,1
437,drama,korean,159,67.6,85.4,2003,1,1
438,thriller,hindi,164,35.4,33.6,2015,0,0
439,animation,korean,106,78.4,52.1,1996,3,0
440,drama,english,170,94.7,59.1,2004,0,1
441,animation,korean,156,67.3,50.5,1995,0,0
442,comedy,spanish,149,62.3,43.6,2008,0,0
443,animation,english,129,40.6,51.6,2011,1,1
444,drama,hindi,143,73.0,74.4,2005,1,1
445,animation,french,136,72.3,84.1,2013,4,1
446,romance,spanish,123,77.9,49.6,2015,1,1
447,comedy,hindi,144,37.8,68.9,2003,1,0
448,romance,korean,132,59.4,54.5,2017,0,0
449,animation,english,100,64.7,53.1,2017,0,1
450,action,english,81,55.4,62.4,2004,0,1
451,thriller,hindi,86,24.4,55.2,1995,0,0
452,thriller,hindi,85,57.5,71.8,2021,2,1
453,sci-fi,spanish,134,46.0,75.6,2016,2,1
454,romance,french,174,73.4,90.1,2004,1,1
455,action,hindi,81,63.8,72.1,2015,3,1
456,romance,spanish,143,75.6,67.5,2009,0,1
457,romance,spanish,120,80.7,62.3,2020,1,0
458,sci-fi,french,175,68.3,58.3,2009,2,0
459,animation,english,137,68.2,80.2,1999,0,1
460,thriller,korean,166,62.5,58.4,2019,0,1
461,action,hindi,101,32.0,84.9,2016,0,1
462,animation,french,179,73.4,69.3,2002,2,1
463,action,english,110,50.5,77.8,2023,1,1
464,thriller,spanish,147,84.9,87.2,2004,0,1
465,romance,french,117,66.1,29.0,2001,1,1
466,animation,spanish,106,63.2,42.5,2014,2,0
467,animation,english,110,59.8,73.9,1996,0,0
468,thriller,spanish,92,46.9,73.6,2000,2,1
469,horror,korean,126,57.2,58.5,2010,1,1
470,sci-fi,french,166,36.8,73.5,2021,1,1
471,sci-fi,spanish,104,86.9,64.4,2005,1,1
472,action,korean,99,40.1,96.1,2006,2,1
473,animation,hindi,152,90.2,59.5,2016,0,1
474,sci-fi,french,129,72.0,86.0,2005,0,1
475,romance,spanish,168,61.1,67.8,2016,1,1
476,drama,english,136,63.4,66.2,2001,2,1
477,sci-fi,hindi,134,79.4,88.5,2020,3,1
478,romance,spanish,145,67.4,81.8,2011,3,1
479,drama,hindi,138,56.7,51.8,2017,3,0
480,thriller,korean,106,71.5,61.2,2009,0,1
481,thriller,korean,165,48.1,69.2,2018,1,1
482,action,korean,171,73.2,90.9,2007,3,1
483,romance,spanish,141,67.5,81.4,2015,2,0
484,horror,french,147,60.5,78.5,2008,2,1
485,comedy,french,115,53.4,79.8,1999,0,1
486,comedy,spanish,90,63.3,77.8,2013,0,1
487,thriller,english,178,69.2,66.2,2004,2,1
488,thriller,french,85,47.2,42.7,2013,1,0
489,horror,french,145,100.0,81.0,2010,1,1
490,horror,hindi,110,66.1,48.2,2017,0,1
491,thriller,english,144,76.4,58.4,2019,5,1
492,romance,french,119,38.9,62.4,2009,3,1
493,comedy,hindi,107,40.1,72.1,2013,1,1
494,thriller,french,93,43.5,76.2,2014,1,0
495,action,korean,174,41.2,67.7,2021,0,1
496,thriller,french,159,50.0,31.4,1997,3,0
497,drama,hindi,178,40.4,86.3,1996,3,1
498,sci-fi,french,153,63.4,89.8,1996,1,1
499,drama,spanish,87,25.5,76.0,2007,0,0
500,drama,hindi,165,75.3,52.9,2008,1,0
501,animation,english,171,57.1,71.0,2021,4,1
502,horror,french,177,76.4,72.3,1997,1,1
503,drama,french,148,91.1,78.7,1998,2,1
504,drama,english,123,91.7,100.0,2019,0,1
505,horror,english,161,40.7,61.0,2017,2,1
506,action,spanish,100,47.3,54.5,2013,0,0
507,action,french,142,74.0,24.7,2016,2,0
508,horror,spanish,147,38.1,49.9,1996,0,0
509,sci-fi,english,168,37.2,63.6,1996,0,0
510,drama,french,92,37.8,80.2,2008,0,1
511,thriller,english,108,70.2,80.9,2005,0,1
512,romance,english,116,61.5,56.9,2023,1,0
513,thriller,hindi,123,50.1,67.6,1995,0,1
514,drama,english,145,53.7,46.3,2023,0,0
515,romance,hindi,137,36.6,72.4,2003,1,1
516,drama,english,160,68.3,76.8,1995,2,1
517,sci-fi,spanish,159,70.5,71.2,2017,1,0
518,sci-fi,korean,133,71.1,51.3,2004,3,1
519,thriller,french,94,70.9,72.2,2003,0,1
520,drama,hindi,119,79.6,47.5,2007,0,0
521,comedy,spanish,101,68.1,59.0,2001,1,1
522,comedy,korean,112,44.7,73.8,2015,1,1
523,sci-fi,hindi,156,57.0,86.5,2010,3,1
524,animation,french,125,71.9,60.7,2006,0,0
525,animation,french,145,38.0,78.9,1998,2,1
526,action,spanish,100,62.5,77.3,2007,0,0
527,action,hindi,129,73.6,88.0,2021,1,1
528,sci-fi,english,169,51.6,59.2,1997,1,1
529,romance,english,158,48.4,61.7,2023,2,0
530,horror,hindi,115,44.1,45.5,2015,5,0
531,comedy,spanish,116,67.9,43.8,1996,2,1
532,thriller,korean,105,60.5,58.3,1996,1,0
533,animation,english,133,66.7,47.8,2002,3,1
534,thriller,english,125,38.5,64.2,2005,1,1
535,animation,french,144,72.3,89.1,1996,0,1
536,animation,spanish,155,73.3,79.7,2002,1,1
537,horror,spanish,178,42.9,72.7,2014,1,1
538,animation,spanish,106,82.2,49.1,2018,1,1
539,action,hindi,169,34.7,64.1,2019,4,1
540,horror,french,122,79.5,65.4,2012,1,1
541,animation,french,175,63.0,59.9,2023,2,1
542,thriller,hindi,113,62.6,80.4,2007,2,1
543,thriller,french,137,69.5,50.7,2015,0,0
544,comedy,hindi,150,81.0,56.6,2006,0,1
